scenario,seed,oracle_R,oracle_R_feasible,grid_R,ga_true_R,ga_mc_fit,regret_pct,wall_seconds
6,6,71649.1170,71282.5745,69713.0075,70243.8099,87764.7304,1.961374,25.238
6,7,71649.1170,71282.5745,69713.0075,70281.0012,87750.7649,1.909466,25.268
6,8,71649.1170,71282.5745,69713.0075,70256.2743,87692.0496,1.943977,25.355
6,9,71649.1170,71282.5745,69713.0075,70516.8583,87931.3602,1.580283,25.269
7,0,66831.8653,66610.0822,64137.9499,65841.2806,88331.0797,1.482204,25.592
7,1,66831.8653,66610.0822,64137.9499,66035.2229,88371.9535,1.192010,25.401
7,2,66831.8653,66610.0822,64137.9499,64607.2270,88006.4699,3.328709,25.627
7,3,66831.8653,66610.0822,64137.9499,64439.5265,88054.7043,3.579638,25.579
7,4,66831.8653,66610.0822,64137.9499,65839.4731,88333.3860,1.484909,25.568
7,5,66831.8653,66610.0822,64137.9499,65932.7775,88310.9805,1.345298,25.625
7,6,66831.8653,66610.0822,64137.9499,64369.5161,88088.8504,3.684394,25.522
7,7,66831.8653,66610.0822,64137.9499,66012.2542,88285.4341,1.226378,25.618
7,8,66831.8653,66610.0822,64137.9499,65959.7896,88334.5442,1.304880,25.585
7,9,66831.8653,66610.0822,64137.9499,64530.5556,87988.7127,3.443432,25.507
8,0,72149.2352,72149.2352,70717.0879,71545.1941,100111.1671,0.837211,25.346
8,1,72149.2352,72149.2352,70717.0879,71550.2266,100264.2194,0.830235,25.315
8,2,72149.2352,72149.2352,70717.0879,71511.2608,100110.9475,0.884243,25.343
8,3,72149.2352,72149.2352,70717.0879,71504.9593,100116.7039,0.892977,25.358
8,4,72149.2352,72149.2352,70717.0879,71373.8927,100178.4038,1.074637,25.343
8,5,72149.2352,72149.2352,70717.0879,71505.0467,100245.9183,0.892856,25.334
8,6,72149.2352,72149.2352,70717.0879,71459.8188,100174.4062,0.955542,25.376
8,7,72149.2352,72149.2352,70717.0879,71499.6128,100200.2503,0.900387,25.409
8,8,72149.2352,72149.2352,70717.0879,71429.0435,100146.9141,0.998197,25.300
8,9,72149.2352,72149.2352,70717.0879,71635.8778,100244.6909,0.711522,25.370
9,0,64952.3963,64952.3963,63689.0096,63962.9895,80272.3907,1.523280,25.273
9,1,64952.3963,64952.3963,63689.0096,64113.8082,80456.5945,1.291081,25.231
9,2,64952.3963,64952.3963,63689.0096,63981.2502,80342.9818,1.495166,25.171
9,3,64952.3963,64952.3963,63689.0096,64178.6202,80344.9608,1.191297,25.194
9,4,64952.3963,64952.3963,63689.0096,64063.7328,80433.6407,1.368176,25.150
9,5,64952.3963,64952.3963,63689.0096,64282.7339,80382.3569,1.031005,25.214
9,6,64952.3963,64952.3963,63689.0096,64260.9060,80379.7831,1.064611,25.205
9,7,64952.3963,64952.3963,63689.0096,64111.4376,80413.0445,1.294731,25.231
9,8,64952.3963,64952.3963,63689.0096,63940.9272,80253.7700,1.557247,25.222
9,9,64952.3963,64952.3963,63689.0096,64252.6883,80339.9952,1.077263,25.132
10,0,52246.8979,52246.8979,51574.0283,51739.4333,69100.6629,0.971282,25.213
10,1,52246.8979,52246.8979,51574.0283,51712.5926,69183.2489,1.022654,25.306
10,2,52246.8979,52246.8979,51574.0283,51734.9491,69124.1216,0.979864,25.288
10,3,52246.8979,52246.8979,51574.0283,51724.4581,69097.5467,0.999944,25.259
10,4,52246.8979,52246.8979,51574.0283,51722.2189,69131.1718,1.004230,25.209
10,5,52246.8979,52246.8979,51574.0283,51691.7115,69110.1380,1.062621,25.322
10,6,52246.8979,52246.8979,51574.0283,51722.9901,69143.5498,1.002754,25.346
10,7,52246.8979,52246.8979,51574.0283,51948.0672,69321.0036,0.571959,25.367
10,8,52246.8979,52246.8979,51574.0283,51725.9598,69126.8500,0.997070,25.357
10,9,52246.8979,52246.8979,51574.0283,51916.1351,69307.6530,0.633076,25.263
11,0,60726.8931,60726.8931,59933.7654,60282.8176,88906.5240,0.731267,25.628
11,1,60726.8931,60726.8931,59933.7654,60362.1913,88996.5211,0.600560,25.654
11,2,60726.8931,60726.8931,59933.7654,60287.3456,88896.0539,0.723810,25.697
11,3,60726.8931,60726.8931,59933.7654,60283.4638,88919.9453,0.730203,25.689
11,4,60726.8931,60726.8931,59933.7654,60282.5190,88974.5581,0.731758,25.625
11,5,60726.8931,60726.8931,59933.7654,60167.4973,88928.9487,0.921167,25.681
11,6,60726.8931,60726.8931,59933.7654,60287.1688,88904.6554,0.724101,25.706
11,7,60726.8931,60726.8931,59933.7654,60568.4819,89234.1985,0.260858,25.651
11,8,60726.8931,60726.8931,59933.7654,60271.6638,88918.5430,0.749634,25.692
11,9,60726.8931,60726.8931,59933.7654,60605.7653,89194.3043,0.199463,25.584
12,0,74901.7982,74901.7982,73942.1672,74595.6756,81739.1511,0.408699,25.376
12,1,74901.7982,74901.7982,73942.1672,74488.4445,81786.2520,0.551861,25.393
12,2,74901.7982,74901.7982,73942.1672,74515.2513,81698.6947,0.516072,25.365
12,3,74901.7982,74901.7982,73942.1672,74574.0829,81695.1401,0.437527,25.374
12,4,74901.7982,74901.7982,73942.1672,74462.7123,81709.9294,0.586216,25.740
12,5,74901.7982,74901.7982,73942.1672,74523.1810,81745.4862,0.505485,25.374
12,6,74901.7982,74901.7982,73942.1672,74495.5305,81708.4098,0.542400,25.396
12,7,74901.7982,74901.7982,73942.1672,73501.0857,81728.3417,1.870065,25.598
12,8,74901.7982,74901.7982,73942.1672,74567.1344,81701.9005,0.446804,25.722
12,9,74901.7982,74901.7982,73942.1672,74542.5907,81719.6530,0.479571,25.605
13,0,89980.1563,89980.1563,87985.2183,88647.6204,111180.4114,1.480922,25.196
13,1,89980.1563,89980.1563,87985.2183,89034.3114,111427.9081,1.051171,25.369
13,2,89980.1563,89980.1563,87985.2183,88488.8817,111217.0332,1.657337,25.225
13,3,89980.1563,89980.1563,87985.2183,88293.5375,111154.4272,1.874434,25.311
13,4,89980.1563,89980.1563,87985.2183,88136.5569,111136.6272,2.048896,25.610
13,5,89980.1563,89980.1563,87985.2183,88361.4140,111342.7750,1.798999,25.286
13,6,89980.1563,89980.1563,87985.2183,88448.8808,111147.2532,1.701793,25.354
13,7,89980.1563,89980.1563,87985.2183,89030.6716,111305.9923,1.055216,25.469
13,8,89980.1563,89980.1563,87985.2183,88577.3388,111152.8559,1.559030,25.627
13,9,89980.1563,89980.1563,87985.2183,88382.5437,111111.8988,1.775517,25.503
14,0,43652.2469,43652.2469,42989.5999,43323.6482,61534.0891,0.752765,25.345
14,1,43652.2469,43652.2469,42989.5999,43317.0100,61587.5332,0.767972,25.403
14,2,43652.2469,43652.2469,42989.5999,43286.4548,61523.1092,0.837969,25.389
14,3,43652.2469,43652.2469,42989.5999,43343.7373,61504.4024,0.706744,25.434
14,4,43652.2469,43652.2469,42989.5999,43384.3053,61544.6030,0.613809,25.647
14,5,43652.2469,43652.2469,42989.5999,43333.1663,61558.2962,0.730960,25.364
14,6,43652.2469,43652.2469,42989.5999,43363.8691,61531.0586,0.660625,25.425
14,7,43652.2469,43652.2469,42989.5999,43317.0511,61575.3518,0.767878,25.503
14,8,43652.2469,43652.2469,42989.5999,43392.1857,61525.5400,0.595757,25.726
14,9,43652.2469,43652.2469,42989.5999,43492.2986,61513.6961,0.366415,25.598
15,0,68887.4358,68887.4358,67740.0747,68300.6326,90516.9180,0.851829,25.543
15,1,68887.4358,68887.4358,67740.0747,68254.5964,90681.5365,0.918657,25.492
15,2,68887.4358,68887.4358,67740.0747,68304.9426,90548.5557,0.845573,25.443
15,3,68887.4358,68887.4358,67740.0747,68264.4604,90583.4073,0.904338,25.658
15,4,68887.4358,68887.4358,67740.0747,68157.7359,90625.5190,1.059264,25.728
15,5,68887.4358,68887.4358,67740.0747,68298.3786,90579.7736,0.855101,25.499
15,6,68887.4358,68887.4358,67740.0747,68234.6986,90558.9395,0.947542,25.512
15,7,68887.4358,68887.4358,67740.0747,68178.5479,90556.2894,1.029053,25.942
15,8,68887.4358,68887.4358,67740.0747,68321.0228,90530.6699,0.822230,25.713
15,9,68887.4358,68887.4358,67740.0747,68359.1178,90529.1536,0.766929,25.770
16,0,70754.4421,70754.4421,69757.8650,70007.1201,88676.6321,1.056219,25.730
16,1,70754.4421,70754.4421,69757.8650,70160.8169,88818.7037,0.838994,25.756
16,2,70754.4421,70754.4421,69757.8650,70322.2258,88767.2651,0.610868,25.513
16,3,70754.4421,70754.4421,69757.8650,70077.7015,88718.4856,0.956464,25.217
16,4,70754.4421,70754.4421,69757.8650,70137.2480,88962.3848,0.872304,25.234
16,5,70754.4421,70754.4421,69757.8650,70285.8454,88964.1093,0.662286,25.201
16,6,70754.4421,70754.4421,69757.8650,70219.4588,88736.6017,0.756113,25.259
16,7,70754.4421,70754.4421,69757.8650,70254.9104,88775.9510,0.706008,25.299
16,8,70754.4421,70754.4421,69757.8650,70323.6825,88759.1680,0.608809,25.553
16,9,70754.4421,70754.4421,69757.8650,70289.9799,88948.6496,0.656443,25.295
17,0,86166.0547,86166.0547,84138.7169,85671.1268,104767.6605,0.574389,25.676
17,1,86166.0547,86166.0547,84138.7169,85811.4738,104934.9696,0.411509,25.660
17,2,86166.0547,86166.0547,84138.7169,84875.7168,104554.2061,1.497501,25.438
17,3,86166.0547,86166.0547,84138.7169,84810.1103,104581.3707,1.573641,25.150
17,4,86166.0547,86166.0547,84138.7169,85755.5262,104860.2623,0.476439,25.160
17,5,86166.0547,86166.0547,84138.7169,85927.3443,104864.7905,0.277035,25.168
17,6,86166.0547,86166.0547,84138.7169,84816.3536,104651.7788,1.566395,25.186
17,7,86166.0547,86166.0547,84138.7169,85972.6311,104848.8596,0.224478,25.208
17,8,86166.0547,86166.0547,84138.7169,85990.6226,104788.5147,0.203598,25.456
17,9,86166.0547,86166.0547,84138.7169,85108.1650,104571.1444,1.227734,25.188
18,0,51795.4327,51795.4327,51067.7459,51359.9096,61891.3511,0.840852,25.723
18,1,51795.4327,51795.4327,51067.7459,51593.0657,61979.5843,0.390704,25.697
18,2,51795.4327,51795.4327,51067.7459,51489.3277,61894.4744,0.590989,25.389
18,3,51795.4327,51795.4327,51067.7459,51419.3144,61890.0511,0.726161,25.209
18,4,51795.4327,51795.4327,51067.7459,51496.8351,61940.2144,0.576494,25.136
18,5,51795.4327,51795.4327,51067.7459,51400.8603,61931.1554,0.761790,25.244
18,6,51795.4327,51795.4327,51067.7459,51407.2425,61948.4942,0.749468,25.268
18,7,51795.4327,51795.4327,51067.7459,51293.7546,61911.9920,0.968576,25.248
18,8,51795.4327,51795.4327,51067.7459,51433.6951,61912.6411,0.698397,25.500
18,9,51795.4327,51795.4327,51067.7459,51631.2032,61915.2621,0.317073,25.167
19,0,54633.9474,54514.5275,53872.7678,53754.6309,64034.8914,1.609469,26.533
19,1,54633.9474,54514.5275,53872.7678,53976.5588,64134.1628,1.203260,26.453
19,2,54633.9474,54514.5275,53872.7678,53941.0973,64083.3275,1.268168,25.473
19,3,54633.9474,54514.5275,53872.7678,53966.7735,64067.0168,1.221171,25.369
19,4,54633.9474,54514.5275,53872.7678,53965.7339,64059.7102,1.223074,25.456
19,5,54633.9474,54514.5275,53872.7678,54012.2413,64130.8017,1.137948,25.453
19,6,54633.9474,54514.5275,53872.7678,53937.6750,64082.8713,1.274432,25.521
19,7,54633.9474,54514.5275,53872.7678,53871.3864,64080.4978,1.395764,25.645
19,8,54633.9474,54514.5275,53872.7678,53812.3952,63988.1901,1.503740,25.606
19,9,54633.9474,54514.5275,53872.7678,53956.6415,64096.1180,1.239716,25.425
20,0,87700.3109,87700.3109,86199.7690,86981.1662,121039.8135,0.820002,25.082
20,1,87700.3109,87700.3109,86199.7690,86978.2427,121172.6235,0.823336,25.172
20,2,87700.3109,87700.3109,86199.7690,87309.7159,120999.0899,0.445375,25.168
20,3,87700.3109,87700.3109,86199.7690,87067.6939,120978.2189,0.721339,25.266
20,4,87700.3109,87700.3109,86199.7690,86970.5125,121082.6593,0.832150,25.271
20,5,87700.3109,87700.3109,86199.7690,87007.8133,121125.9028,0.789618,25.160
20,6,87700.3109,87700.3109,86199.7690,86996.3862,121071.9034,0.802648,25.158
20,7,87700.3109,87700.3109,86199.7690,86986.7974,121088.5149,0.813581,25.122
20,8,87700.3109,87700.3109,86199.7690,87032.0494,121040.4780,0.761983,25.144
20,9,87700.3109,87700.3109,86199.7690,87314.6486,121027.0515,0.439750,25.138
21,0,51813.4052,51813.4052,51170.9352,51687.8157,68758.1201,0.242388,25.288
21,1,51813.4052,51813.4052,51170.9352,51509.4645,68876.7436,0.586606,25.285
21,2,51813.4052,51813.4052,51170.9352,51587.9750,68780.5343,0.435081,25.393
21,3,51813.4052,51813.4052,51170.9352,51622.1006,68776.1585,0.369218,25.435
21,4,51813.4052,51813.4052,51170.9352,51674.1234,68784.5079,0.268814,25.543
21,5,51813.4052,51813.4052,51170.9352,51630.9189,68809.2677,0.352199,25.375
21,6,51813.4052,51813.4052,51170.9352,51641.5368,68771.4408,0.331707,25.337
21,7,51813.4052,51813.4052,51170.9352,51578.2811,68815.6279,0.453790,25.360
21,8,51813.4052,51813.4052,51170.9352,51619.4860,68754.9730,0.374265,25.270
21,9,51813.4052,51813.4052,51170.9352,51607.1989,68776.9894,0.397979,25.326
22,0,72206.5918,72206.5918,71407.9684,72002.5691,100038.9184,0.282554,25.590
22,1,72206.5918,72206.5918,71407.9684,71922.0521,100159.2058,0.394063,25.600
22,2,72206.5918,72206.5918,71407.9684,72003.8225,100048.2637,0.280818,25.202
22,3,72206.5918,72206.5918,71407.9684,72016.1593,100057.1566,0.263733,25.237
22,4,72206.5918,72206.5918,71407.9684,71977.5800,100036.3817,0.317162,25.296
22,5,72206.5918,72206.5918,71407.9684,71944.4109,100086.4022,0.363098,25.128
22,6,72206.5918,72206.5918,71407.9684,72055.9378,100044.4605,0.208643,25.146
22,7,72206.5918,72206.5918,71407.9684,71972.3819,100083.3256,0.324361,25.139
22,8,72206.5918,72206.5918,71407.9684,71931.4258,100029.4530,0.381082,25.106
22,9,72206.5918,72206.5918,71407.9684,72031.4700,100064.9056,0.242529,25.116
23,0,63769.1923,63769.1923,62814.7253,63387.4493,87297.7926,0.598632,25.341
23,1,63769.1923,63769.1923,62814.7253,63198.7963,87379.6133,0.894470,25.334
23,2,63769.1923,63769.1923,62814.7253,63134.5336,87024.1048,0.995243,25.438
23,3,63769.1923,63769.1923,62814.7253,63334.4950,87243.1677,0.681673,25.390
23,4,63769.1923,63769.1923,62814.7253,63194.6300,87261.6297,0.901003,25.482
23,5,63769.1923,63769.1923,62814.7253,63234.7837,87154.3182,0.838036,25.355
23,6,63769.1923,63769.1923,62814.7253,63041.0150,87245.4090,1.141895,25.383
23,7,63769.1923,63769.1923,62814.7253,63297.9538,87350.0600,0.738975,25.356
23,8,63769.1923,63769.1923,62814.7253,63441.5017,87345.6703,0.513870,25.341
23,9,63769.1923,63769.1923,62814.7253,63300.7729,87030.2372,0.734554,25.262
24,0,89794.4803,89794.4803,87630.2419,88743.1260,99863.7417,1.170845,25.318
24,1,89794.4803,89794.4803,87630.2419,88896.7442,99990.7046,0.999768,25.435
24,2,89794.4803,89794.4803,87630.2419,88104.8919,99925.8041,1.881617,25.774
24,3,89794.4803,89794.4803,87630.2419,88392.8816,99713.0291,1.560896,25.472
24,4,89794.4803,89794.4803,87630.2419,88307.7973,99816.0553,1.655651,25.645
24,5,89794.4803,89794.4803,87630.2419,88268.9997,99991.0196,1.698858,25.505
24,6,89794.4803,89794.4803,87630.2419,87407.0504,99673.9913,2.658771,25.919
24,7,89794.4803,89794.4803,87630.2419,89184.8774,99933.4195,0.678887,25.751
24,8,89794.4803,89794.4803,87630.2419,89051.9538,100052.6536,0.826918,25.528
24,9,89794.4803,89794.4803,87630.2419,88381.6685,99979.4349,1.573384,25.580
25,0,97140.7607,97140.7607,96049.4169,96866.5947,114445.6285,0.282236,25.010
25,1,97140.7607,97140.7607,96049.4169,96916.3797,114550.2037,0.230985,25.134
25,2,97140.7607,97140.7607,96049.4169,96808.9635,114439.1444,0.341563,25.446
25,3,97140.7607,97140.7607,96049.4169,96893.4406,114422.0467,0.254600,25.136
25,4,97140.7607,97140.7607,96049.4169,96861.0288,114460.7188,0.287966,25.317
25,5,97140.7607,97140.7607,96049.4169,96461.1721,114459.8619,0.699592,25.138
25,6,97140.7607,97140.7607,96049.4169,96880.3599,114468.7143,0.268065,25.577
25,7,97140.7607,97140.7607,96049.4169,96958.5701,114526.1572,0.187553,25.351
25,8,97140.7607,97140.7607,96049.4169,96845.1700,114441.1412,0.304291,25.099
25,9,97140.7607,97140.7607,96049.4169,96928.9827,114462.6813,0.218011,25.168
26,0,64356.0904,64356.0904,63435.8224,63783.6170,85030.0409,0.889540,25.117
26,1,64356.0904,64356.0904,63435.8224,63740.6787,85126.2514,0.956260,25.204
26,2,64356.0904,64356.0904,63435.8224,63776.8888,85082.2280,0.899995,25.496
26,3,64356.0904,64356.0904,63435.8224,63803.2712,85019.6439,0.859001,25.196
26,4,64356.0904,64356.0904,63435.8224,63674.8072,84995.8857,1.058615,25.439
26,5,64356.0904,64356.0904,63435.8224,63875.4367,85022.8529,0.746866,25.214
26,6,64356.0904,64356.0904,63435.8224,63770.0111,85062.2732,0.910682,25.703
26,7,64356.0904,64356.0904,63435.8224,63967.2175,85276.2593,0.604252,25.446
26,8,64356.0904,64356.0904,63435.8224,63882.6960,85014.6479,0.735586,25.299
26,9,64356.0904,64356.0904,63435.8224,63867.5954,85062.1815,0.759050,25.270
27,0,83062.7522,82847.1821,81009.6757,81259.8459,93113.3833,2.170535,25.957
27,1,83062.7522,82847.1821,81009.6757,81510.6798,93278.6204,1.868554,26.204
27,2,83062.7522,82847.1821,81009.6757,81551.2440,92978.9504,1.819718,26.268
27,3,83062.7522,82847.1821,81009.6757,81628.4969,93183.6107,1.726713,26.250
27,4,83062.7522,82847.1821,81009.6757,81590.6752,93238.9215,1.772247,26.098
27,5,83062.7522,82847.1821,81009.6757,81495.6892,93036.5476,1.886601,26.558
27,6,83062.7522,82847.1821,81009.6757,81541.7170,93184.2994,1.831188,26.581
27,7,83062.7522,82847.1821,81009.6757,81729.3037,93451.7950,1.605351,26.070
27,8,83062.7522,82847.1821,81009.6757,81642.3967,93167.2642,1.709979,26.086
27,9,83062.7522,82847.1821,81009.6757,81716.3978,93210.3938,1.620888,25.923
28,0,67586.9165,67586.9165,65276.3364,66729.8978,89872.6815,1.268025,24.846
28,1,67586.9165,67586.9165,65276.3364,66032.7764,89997.9538,2.299469,24.559
28,2,67586.9165,67586.9165,65276.3364,66162.5760,89781.6522,2.107420,24.648
28,3,67586.9165,67586.9165,65276.3364,66200.4534,89936.7281,2.051378,24.562
28,4,67586.9165,67586.9165,65276.3364,66627.8861,89978.9072,1.418959,24.549
28,5,67586.9165,67586.9165,65276.3364,66710.3609,90073.0543,1.296931,24.518
28,6,67586.9165,67586.9165,65276.3364,66024.9930,89894.2644,2.310985,24.810
28,7,67586.9165,67586.9165,65276.3364,66972.5678,90079.7650,0.908976,24.672
28,8,67586.9165,67586.9165,65276.3364,66191.8349,89833.4506,2.064130,24.534
28,9,67586.9165,67586.9165,65276.3364,66122.7614,89892.8215,2.166329,24.547
29,0,42516.7054,42516.7054,41175.8942,42091.2233,54222.6710,1.000741,24.796
29,1,42516.7054,42516.7054,41175.8942,42126.6736,54291.7200,0.917361,24.551
29,2,42516.7054,42516.7054,41175.8942,41383.2804,54126.6344,2.665834,24.688
29,3,42516.7054,42516.7054,41175.8942,41373.3290,54106.1109,2.689240,24.550
29,4,42516.7054,42516.7054,41175.8942,42059.9754,54248.7464,1.074236,24.537
29,5,42516.7054,42516.7054,41175.8942,42106.8722,54328.9577,0.963934,24.532
29,6,42516.7054,42516.7054,41175.8942,41223.0050,54088.2243,3.042805,24.770
29,7,42516.7054,42516.7054,41175.8942,42047.4480,54250.9539,1.103701,24.585
29,8,42516.7054,42516.7054,41175.8942,42181.2612,54309.0693,0.788970,24.612
29,9,42516.7054,42516.7054,41175.8942,41409.8478,54125.4179,2.603347,24.538
